cycles/px,mtf,lp/mm,lp/mm
0,0.973091215,2008.329621,0.0
0.001956947,0.973475748,2009.123246,0.00684931506849315
0.003913894,0.974607501,2011.459033,0.0136986301369863
0.005870841,0.976422245,2015.204421,0.02054794520547945
0.007827789,0.978817188,2020.147261,0.0273972602739726
0.009784736,0.981656964,2026.008177,0.03424657534246575
0.011741683,0.9847813,2032.456388,0.0410958904109589
0.01369863,0.988013753,2039.127737,0.04794520547945205
0.015655577,0.991170909,2045.643682,0.0547945205479452
0.017612524,0.994071461,2051.630031,0.06164383561643836
0.019569472,0.996544683,2056.73443,0.0684931506849315
0.021526419,0.998437914,2060.641806,0.07534246575342467
0.023483366,0.999622782,2063.087214,0.0821917808219178
0.025440313,1,2063.865741,0.08904109589041095
0.02739726,0.999502649,2062.839274,0.0958904109589041
0.029354207,0.998097926,2059.940116,0.10273972602739725
0.031311155,0.995787386,2055.171471,0.1095890410958904
0.033268102,0.992605722,2048.604943,0.11643835616438356
0.035225049,0.988618194,2040.375222,0.12328767123287672
0.037181996,0.983916812,2030.6722,0.13013698630136986
0.039138943,0.97861541,2019.730819,0.136986301369863
0.04109589,0.972843823,2007.819037,0.14383561643835616
0.043052838,0.966741359,1995.224371,0.15068493150684933
0.045009785,0.960449874,1982.23959,0.15753424657534246
0.046966732,0.954106751,1969.148235,0.1643835616438356
0.048923679,0.947838147,1956.210679,0.17123287671232876
0.050880626,0.941752895,1943.651537,0.1780821917808219
0.052837573,0.935937418,1931.649172,0.18493150684931509
0.054794521,0.93045199,1920.327985,0.1917808219178082
0.056751468,0.925328598,1909.753993,0.1986301369863014
0.058708415,0.920570531,1899.933982,0.2054794520547945
0.060665362,0.916153711,1890.818258,0.2123287671232877
0.062622309,0.912029635,1882.306717,0.2191780821917808
0.064579256,0.908129672,1874.257719,0.22602739726027396
0.066536204,0.904370386,1866.499056,0.2328767123287671
0.068493151,0.900659451,1858.840185,0.2397260273972603
0.070450098,0.896901782,1851.08486,0.24657534246575344
0.072407045,0.89300545,1843.043355,0.2534246575342466
0.074363992,0.888887071,1834.543573,0.2602739726027397
0.076320939,0.884476364,1825.440466,0.2671232876712329
0.078277886,0.879719711,1815.623374,0.273972602739726
0.080234834,0.874582569,1805.021002,0.2808219178082192
0.082191781,0.869050695,1793.603957,0.2876712328767123
0.084148728,0.863130188,1781.384824,0.29452054794520544
0.086105675,0.856846399,1768.415928,0.30136986301369867
0.088062622,0.850241824,1754.784972,0.3082191780821918
0.090019569,0.843373103,1740.608854,0.3150684931506849
0.091976517,0.836307318,1726.026023,0.3219178082191781
0.093933464,0.829117793,1711.187809,0.3287671232876712
0.095890411,0.821879624,1696.249199,0.3356164383561644
0.097847358,0.814665201,1681.359598,0.3424657534246575
0.099804305,0.807539983,1666.654105,0.3493150684931507
0.101761252,0.800558782,1652.245845,0.3561643835616438
0.1037182,0.793762785,1638.219819,0.363013698630137
0.105675147,0.787177505,1624.628685,0.36986301369863017
0.107632094,0.78081179,1611.490704,0.3767123287671233
0.109589041,0.774657937,1598.789976,0.3835616438356164
0.111545988,0.768692876,1586.478891,0.39041095890410954
0.113502935,0.762880327,1574.48257,0.3972602739726028
0.115459883,0.757173733,1562.704927,0.4041095890410959
0.11741683,0.751519756,1551.035879,0.410958904109589
0.119373777,0.745862068,1539.35917,0.4178082191780822
0.121330724,0.740145183,1527.560287,0.4246575342465754
0.123287671,0.734318087,1515.533942,0.4315068493150685
0.125244618,0.728337443,1503.190695,0.4383561643835616
0.127201566,0.722170217,1490.46237,0.4452054794520548
0.129158513,0.715795589,1477.305994,0.4520547945205479
0.13111546,0.709206077,1463.706126,0.45890410958904104
0.133072407,0.702407851,1449.675499,0.4657534246575342
0.135029354,0.695420239,1435.254008,0.47260273972602745
0.136986301,0.688274494,1420.506148,0.4794520547945206
0.138943249,0.681011876,1405.517079,0.4863013698630137
0.140900196,0.673681198,1390.387546,0.4931506849315069
0.142857143,0.666335958,1375.227956,0.5
0.14481409,0.659031219,1360.151956,0.5068493150684932
0.146771037,0.651820439,1345.269872,0.5136986301369862
0.148727984,0.644752415,1330.682421,0.5205479452054794
0.150684932,0.637868561,1316.475071,0.5273972602739726
