cycles/px,mtf,lp/mm,lp/mm
0,0.970113467,1619.510116,0.0
0.001956947,0.970515923,1620.181978,0.00684931506849315
0.003913894,0.97170144,1622.161082,0.0136986301369863
0.005870841,0.973605769,1625.340176,0.02054794520547945
0.007827789,0.97612608,1629.547589,0.0273972602739726
0.009784736,0.979126929,1634.557215,0.03424657534246575
0.011741683,0.982447907,1640.101265,0.0410958904109589
0.01369863,0.985912347,1645.88481,0.04794520547945205
0.015655577,0.989336489,1651.601083,0.0547945205479452
0.017612524,0.992538521,1656.946564,0.06164383561643836
0.019569472,0.995347012,1661.635066,0.0684931506849315
0.021526419,0.997608353,1665.410156,0.07534246575342467
0.023483366,0.999192953,1668.05549,0.0821917808219178
0.025440313,1,1669.402778,0.08904109589041095
0.02739726,0.999960735,1669.337229,0.0958904109589041
0.029354207,0.999040191,1667.800469,0.10273972602739725
0.031311155,0.99723744,1664.790953,0.1095890410958904
0.033268102,0.994584413,1660.361981,0.11643835616438356
0.035225049,0.991143363,1654.617483,0.12328767123287672
0.037181996,0.987003114,1647.70574,0.13013698630136986
0.039138943,0.982274222,1639.811314,0.136986301369863
0.04109589,0.977083241,1631.145476,0.14383561643835616
0.043052838,0.971566318,1621.935511,0.15068493150684933
0.045009785,0.965862389,1612.413356,0.15753424657534246
0.046966732,0.960106285,1602.804098,0.1643835616438356
0.048923679,0.954422104,1593.314912,0.17123287671232876
0.050880626,0.948917229,1584.125058,0.1780821917808219
0.052837573,0.943677321,1575.377541,0.18493150684931509
0.054794521,0.938762641,1567.172961,0.1917808219178082
0.056751468,0.934205919,1559.565955,0.1986301369863014
0.058708415,0.930011902,1552.564453,0.2054794520547945
0.060665362,0.926158612,1546.13176,0.2123287671232877
0.062622309,0.922600155,1540.191261,0.2191780821917808
0.064579256,0.919270868,1534.63334,0.22602739726027396
0.066536204,0.916090456,1529.323952,0.2328767123287671
0.068493151,0.912969733,1524.114209,0.2397260273972603
0.070450098,0.909816565,1518.850301,0.24657534246575344
0.072407045,0.906541629,1513.383114,0.2534246575342466
0.074363992,0.903063657,1507.576978,0.2602739726027397
0.076320939,0.899313895,1501.317114,0.2671232876712329
0.078277886,0.895239572,1494.515429,0.273972602739726
0.080234834,0.890806278,1487.114475,0.2808219178082192
0.082191781,0.885999166,1479.089469,0.2876712328767123
0.084148728,0.88082301,1470.448379,0.29452054794520544
0.086105675,0.875301155,1461.23018,0.30136986301369867
0.088062622,0.869473477,1451.501437,0.3082191780821918
0.090019569,0.863393474,1441.351464,0.3150684931506849
0.091976517,0.857124685,1430.886329,0.3219178082191781
0.093933464,0.850736623,1420.222082,0.3287671232876712
0.095890411,0.844300473,1409.477555,0.3356164383561644
0.097847358,0.837884782,1398.767182,0.3424657534246575
0.099804305,0.831551416,1388.194243,0.3493150684931507
0.101761252,0.825352022,1377.844958,0.3561643835616438
0.1037182,0.819325211,1367.783784,0.363013698630137
0.105675147,0.813494645,1358.05022,0.36986301369863017
0.107632094,0.807868136,1348.657311,0.3767123287671233
0.109589041,0.802437809,1339.591908,0.3835616438356164
0.111545988,0.797181279,1330.816641,0.39041095890410954
0.113502935,0.792063744,1322.273414,0.3972602739726028
0.115459883,0.787040812,1313.888118,0.4041095890410959
0.11741683,0.782061846,1305.576218,0.410958904109589
0.119373777,0.777073575,1297.248784,0.4178082191780822
0.121330724,0.772023735,1288.818567,0.4246575342465754
0.123287671,0.766864493,1280.205715,0.4315068493150685
0.125244618,0.761555463,1271.342806,0.4383561643835616
0.127201566,0.756066146,1262.178925,0.4452054794520548
0.129158513,0.750377677,1252.682579,0.4520547945205479
0.13111546,0.744483815,1242.843349,0.45890410958904104
0.133072407,0.738391146,1232.672231,0.4657534246575342
0.135029354,0.732118516,1222.200684,0.47260273972602745
0.136986301,0.725695747,1211.478495,0.4794520547945206
0.138943249,0.719161731,1200.570592,0.4863013698630137
0.140900196,0.712562018,1189.553012,0.4931506849315069
0.142857143,0.705946032,1178.508267,0.5
0.14481409,0.699364108,1167.520384,0.5068493150684932
0.146771037,0.692864499,1156.669918,0.5136986301369862
0.148727984,0.686490562,1146.029251,0.5205479452054794
0.150684932,0.680278292,1135.65847,0.5273972602739726
0.152641879,0.674254356,1125.602095,0.5342465753424658
0.154598826,0.668434772,1115.886865,0.541095890410959
0.156555773,0.6628243,1106.520728,0.547945205479452
0.15851272,0.657416586,1097.493075,0.5547945205479452
0.160469667,0.652195028,1088.776191,0.5616438356164384
0.162426614,0.647134291,1080.327782,0.5684931506849314
0.164383562,0.642202347,1072.094382,0.5753424657534246
0.166340509,0.63736288,1064.015363,0.5821917808219178
