cycles/px,mtf,lp/mm,
0.585127202,0.001192425,2.976611036,
0.587084149,0.001193907,2.98031107,
0.589041096,0.001171972,2.925553812,
0.590998043,0.00112919,2.818759573,
0.59295499,0.00106913,2.668832756,
0.594911937,0.000995994,2.486265426,
0.596868885,0.000914157,2.281979981,
0.598825832,0.00082763,2.065984926,
0.600782779,0.000739508,1.846008406,
0.602739726,0.000651531,1.626394349,
0.604696673,0.000563894,1.407630835,
0.60665362,0.000475437,1.186818258,
0.608610568,0.000384229,0.959138321,
0.610567515,0.000288508,0.720192926,
0.612524462,0.000188282,0.470001137,
0.614481409,9.30E-05,0.232182824,
0.616438356,8.87E-05,0.221458505,
0.618395303,0.000192741,0.481133608,
0.62035225,0.00031281,0.78085651,
0.622309198,0.000432886,1.080598108,
0.624266145,0.000546604,1.364469767,
0.626223092,0.000648938,1.6199232,
0.628180039,0.000735581,1.836206504,
0.630136986,0.000803064,2.004661828,
0.632093933,0.000848955,2.11921811,
0.634050881,0.000872008,2.176764609,
0.636007828,0.000872226,2.177308792,
0.637964775,0.000850823,2.123880595,
0.639921722,0.000810078,2.022170893,
0.641878669,0.000753089,1.879910618,
0.643835616,0.000683427,1.706016927,
0.645792564,0.000604728,1.509561425,
0.647749511,0.000520241,1.29866141,
0.649706458,0.000432432,1.079465053,
0.651663405,0.00034271,0.855494467,
0.653620352,0.000251476,0.627751131,
0.655577299,0.000158902,0.396662795,
0.657534247,7.09E-05,0.176946083,
0.659491194,7.28E-05,0.181841107,
0.661448141,0.000172844,0.431465233,
0.663405088,0.000287548,0.717795339,
0.665362035,0.000408032,1.018555863,
0.667318982,0.000530419,1.324068514,
0.66927593,0.000650666,1.624234786,
0.671232877,0.000764317,1.90793995,
0.673189824,0.00086677,2.163689674,
0.675146771,0.000953609,2.380461923,
0.677103718,0.001020942,2.54854258,
0.679060665,0.001065692,2.660250406,
0.681017613,0.001085822,2.710500111,
0.68297456,0.001080484,2.69717624,
0.684931507,0.001050093,2.621311637,
0.686888454,0.000996323,2.487088442,
0.688845401,0.000922062,2.301712807,
0.690802348,0.000831348,2.075267488,
0.692759295,0.000729386,1.820742837,
0.694716243,0.000622782,1.554630724,
0.69667319,0.000520279,1.298755057,
0.698630137,0.000434201,1.083881313,
0.700587084,0.000381234,0.951660755,
0.702544031,0.000376212,0.93912579,
0.704500978,0.000418202,1.043943466,
0.706457926,0.000491414,1.226701513,
0.708414873,0.000580038,1.447928435,
0.71037182,0.000674018,1.682528794,
0.712328767,0.000767476,1.915823711,
0.714285714,0.000856581,2.138255567,
0.716242661,0.000938333,2.342330092,
0.718199609,0.001009996,2.521219584,
0.720156556,0.001068929,2.668330866,
0.722113503,0.001112627,2.777414748,
0.72407045,0.001138883,2.842954501,
0.726027397,0.001145973,2.860654899,
0.727984344,0.001132854,2.827906741,
0.729941292,0.001099299,2.74414295,
0.731898239,0.001045977,2.611037379,
0.733855186,0.000974467,2.432528949,
0.735812133,0.000887199,2.214685034,
0.73776908,0.000787358,1.965455921,
0.739726027,0.000678787,1.694433107,
0.741682975,0.000565986,1.412853115,
0.743639922,0.000454445,1.134415545,
0.745596869,0.000351863,0.87834329,
0.747553816,0.000271388,0.677457288,
0.749510763,0.000234754,0.586008023,
0.75146771,0.000256355,0.639931097,
0.753424658,0.000319841,0.798408952,
0.755381605,0.000401837,1.003092815,
0.757338552,0.000489687,1.222390265,
0.759295499,0.000577498,1.441588178,
0.761252446,0.000661881,1.652232276,
0.763209393,0.000740155,1.847623873,
0.765166341,0.000809706,2.021240878,
0.767123288,0.000867865,2.166423556,
0.769080235,0.000912018,2.276640829,
0.771037182,0.000939806,2.346006559,
0.772994129,0.00094936,2.369854557,
0.774951076,0.000939504,2.345251542,
0.776908023,0.000909908,2.271372149,
0.778864971,0.000861163,2.149692423,
0.780821918,0.00079478,1.983983466,
0.782778865,0.000713108,1.780108492,
0.784735812,0.000619184,1.545648298,
0.786692759,0.000516535,1.289410306,
0.788649706,0.000408988,1.020941962,
0.790606654,0.000300606,0.750393852,
0.792563601,0.000196384,0.490227941,
0.794520548,0.000107897,0.26933954,
0.796477495,8.65E-05,0.215914014,
0.798434442,0.000152092,0.379661633,
0.800391389,0.000236019,0.589167176,
0.802348337,0.000320832,0.800881282,
0.804305284,0.000404025,1.0085535,
0.806262231,0.000485101,1.210942029,
0.808219178,0.000563454,1.406531336,
0.810176125,0.000637811,1.592145972,
0.812133072,0.000706153,1.762745318,
0.81409002,0.000765875,1.911827375,
0.816046967,0.000814079,2.032159499,
0.818003914,0.000847918,2.116629249,
0.819960861,0.000864918,2.159066181,
0.821917808,0.000863264,2.154937427,
0.823874755,0.000842002,2.101860447,
0.825831703,0.000801158,1.999905242,
0.82778865,0.00074178,1.85167988,
0.829745597,0.000665879,1.66221251,
0.831702544,0.000576328,1.438667183,
0.833659491,0.000476703,1.189976587,
0.835616438,0.000371197,0.926606379,
0.837573386,0.000264878,0.661205205,
0.839530333,0.000165852,0.414011937,
0.84148728,9.95E-05,0.248264619,
0.843444227,0.000122514,0.305827647,
0.845401174,0.00019805,0.494386331,
0.847358121,0.000280376,0.699893462,
0.849315068,0.000360216,0.89919618,
0.851272016,0.000436006,1.088387027,
0.853228963,0.000507737,1.267447424,
0.85518591,0.000575463,1.436510227,
0.857142857,0.000638701,1.594368949,
0.859099804,0.000696208,1.737919734,
0.861056751,0.000746017,1.862257376,
0.863013699,0.000785668,1.961235756,
0.864970646,0.000812527,2.028285076,
0.866927593,0.000824149,2.057294539,
0.86888454,0.000818589,2.043417375,
0.870841487,0.00079467,1.983708404,
0.872798434,0.000752142,1.877547068,
0.874755382,0.000691764,1.726828629,
0.876712329,0.00061529,1.535927087,
0.878669276,0.000525365,1.311450846,
0.880626223,0.000425369,1.061834371,
0.88258317,0.000319222,0.796862876,
0.884540117,0.000211306,0.527475484,
0.886497065,0.000107534,0.268433544,
0.888454012,4.20E-05,0.104824782,
0.890410959,0.000108803,0.271601031,
0.892367906,0.000192303,0.480040029,
0.894324853,0.000268749,0.670869677,
0.8962818,0.000336867,0.840909793,
0.898238748,0.000397601,0.992517951,
0.900195695,0.000452598,1.129806132,
0.902152642,0.000503486,1.25683651,
0.904109589,0.000551274,1.376126942,
0.906066536,0.000595943,1.487633349,
0.908023483,0.000636334,1.588459132,
0.909980431,0.000670322,1.673301687,
0.911937378,0.0006952,1.735405421,
0.913894325,0.00070814,1.767706965,
0.915851272,0.000706622,1.763917976,
0.917808219,0.000688788,1.719398954,
0.919765166,0.000653682,1.631764914,
0.921722114,0.000601384,1.501213919,
0.923679061,0.000533033,1.33059327,
0.925636008,0.000450765,1.125230034,
0.927592955,0.000357559,0.892563508,
0.929549902,0.000257041,0.641643212,
0.931506849,0.00015331,0.382703295,
0.933463796,5.19E-05,0.129638343,
0.935420744,5.45E-05,0.135982798,
0.937377691,0.000144706,0.361225997,
0.939334638,0.000227107,0.566918765,
0.941291585,0.000299056,0.746523277,
0.943248532,0.000360296,0.899394951,
0.945205479,0.000411756,1.027853275,
0.947162427,0.000455208,1.136321803,
0.949119374,0.000492799,1.230158779,
0.951076321,0.000526454,1.314168963,
0.953033268,0.000557287,1.391136777,
0.954990215,0.000585216,1.460855056,
0.956947162,0.000608903,1.519984281,
0.95890411,0.000626027,1.562731027,
0.960861057,0.00063376,1.582033206,
0.962818004,0.000629285,1.570862717,
0.964774951,0.000610256,1.523362846,
0.966731898,0.000575134,1.43568745,
0.968688845,0.000523387,1.306513587,
0.970645793,0.00045558,1.137248526,
0.97260274,0.000373345,0.931968526,
0.974559687,0.00027927,0.697131869,
0.976516634,0.000176712,0.441119549,
0.978473581,6.96E-05,0.173798126,
0.980430528,3.89E-05,0.097043952,
0.982387476,0.000142895,0.356703322,
0.984344423,0.000240095,0.599340757,
0.98630137,0.000327221,0.816829967,
0.988258317,0.000402099,1.00374742,
0.990215264,0.000463573,1.157200721,
0.992172211,0.000511529,1.276913103,
0.994129159,0.000546829,1.365030723,
0.996086106,0.000571088,1.42558796,
0.998043053,0.000586326,1.46362547,
1,0.000594506,1.484045547,
