cycles/px,mtf
0.0,1.0
0.0019569471624266144,0.998372676542468
0.003913894324853229,0.9935135242322833
0.005870841487279843,0.985490448688185
0.007827788649706457,0.9744148100591131
0.009784735812133072,0.9604387437993599
0.011741682974559686,0.9437514996720233
0.0136986301369863,0.924574890316668
0.015655577299412915,0.903157968179449
0.01761252446183953,0.8797710769980736
0.019569471624266144,0.8546994502479589
0.021526418786692758,0.828236552381609
0.023483365949119372,0.8006773772822783
0.025440313111545987,0.7723119297485438
0.0273972602739726,0.7434191175849697
0.029354207436399216,0.7142612717858337
0.03131115459882583,0.6850794887997287
0.033268101761252444,0.6560899515010946
0.03522504892367906,0.6274813353756432
0.03718199608610567,0.5994133465146033
0.03913894324853229,0.5720163731476187
0.0410958904109589,0.5453921689476657
0.043052837573385516,0.5196154311683763
0.04500978473581213,0.49473609619914666
0.046966731898238745,0.47078215380592014
0.04892367906066536,0.44776278061016345
0.050880626223091974,0.4256716111704715
0.05283757338551859,0.40448999610055686
0.0547945205479452,0.3841901336692563
0.05675146771037182,0.3647379966318219
0.05870841487279843,0.3460960034591466
0.060665362035225046,0.32822539936068895
0.06262230919765166,0.3110883177237753
0.06457925636007827,0.294649490167587
0.06653620352250489,0.27887756872481545
0.0684931506849315,0.2637460225729679
0.07045009784735812,0.24923357898337548
0.07240704500978473,0.23532419618341144
0.07436399217221135,0.22200658422085717
0.07632093933463796,0.2092733255004818
0.07827788649706457,0.19711968412121192
0.08023483365949119,0.18554222600436523
0.0821917808219178,0.17453739356456138
0.08414872798434442,0.16410018397505277
0.08610567514677103,0.15422306583951778
0.08806262230919765,0.14489523547855795
0.09001956947162426,0.13610226508264578
0.09197651663405088,0.12782613839011667
0.09393346379647749,0.12004561561813532
0.0958904109589041,0.11273682885467011
0.09784735812133072,0.10587399046455752
0.09980430528375733,0.09943010388216593
0.10176125244618395,0.09337759578957802
0.10371819960861056,0.08768883249911505
0.10567514677103718,0.08233652896011263
0.10763209393346379,0.07729409336586297
0.1095890410958904,0.07253596423581125
0.11154598825831702,0.06803798648671504
0.11350293542074363,0.06377784189414326
0.11545988258317025,0.05973550713879291
0.11741682974559686,0.055893672346144216
0.11937377690802348,0.05223802731214954
0.12133072407045009,0.04875732031845975
0.1232876712328767,0.04544311857977643
0.12524461839530332,0.04228924677399119
0.12720156555772993,0.03929094250168578
0.12915851272015655,0.03644383305739423
0.13111545988258316,0.03374289265818915
0.13307240704500978,0.031181568933917225
0.1350293542074364,0.028751259906513837
0.136986301369863,0.026441272074015573
0.13894324853228962,0.024239301735573718
0.14090019569471623,0.022132373679657733
0.14285714285714285,0.020108071841820677
0.14481409001956946,0.0181558337348066
0.14677103718199608,0.016268071393043218
0.1487279843444227,0.014440925463956866
0.1506849315068493,0.012674539312934585
0.15264187866927592,0.010972833041447297
0.15459882583170254,0.009342842861248186
0.15655577299412915,0.007793759329139542
0.15851272015655576,0.006335853156095418
0.16046966731898238,0.004979549522422055
0.162426614481409,0.0037351098833899514
0.1643835616438356,0.0026141907729210654
0.16634050880626222,0.0016389140577875894
0.16829745596868884,0.0008958414719619189
0.17025440313111545,0.0007499576076989667
0.17221135029354206,0.0012021035341923112
0.17416829745596868,0.0017416736472494977
0.1761252446183953,0.0022376337149696947
0.1780821917808219,0.002669815049983779
0.18003913894324852,0.0030373674267147456
0.18199608610567514,0.0033441877086199897
0.18395303326810175,0.0035958601392897644
0.18590998043052837,0.0037990941285061244
0.18786692759295498,0.00396179143093455
0.1898238747553816,0.004093093217201608
0.1917808219178082,0.004203074877566507
0.19373776908023482,0.004301936695116909
0.19569471624266144,0.004398739727901832
0.19765166340508805,0.004499964346416808
0.19960861056751467,0.004608338566817239
0.20156555772994128,0.004722374435490712
0.2035225048923679,0.00483682375005948
0.2054794520547945,0.004943934472014523
0.20743639921722112,0.00503514497808955
0.20939334637964774,0.0051027968695689045
0.21135029354207435,0.0051415378673883945
0.21330724070450097,0.005149221411396501
0.21526418786692758,0.005127217774685798
0.2172211350293542,0.0050801201092223166
0.2191780821917808,0.005014882128434968
0.22113502935420742,0.004939494755147236
0.22309197651663404,0.004861414299851062
0.22504892367906065,0.004786073936981393
0.22700587084148727,0.00471587504374912
0.22896281800391388,0.004649982312914538
0.2309197651663405,0.004585016336516863
0.2328767123287671,0.004516442426948355
0.23483365949119372,0.004440243381895622
0.23679060665362034,0.004354419714559487
0.23874755381604695,0.004259949571871707
0.24070450097847357,0.004160974240260533
0.24266144814090018,0.004064103870598708
0.2446183953033268,0.003976884801347857
0.2465753424657534,0.0039056900517785644
0.24853228962818003,0.0038535782333392423
0.25048923679060664,0.0038188527056034695
0.25244618395303325,0.003794909266329809
0.25440313111545987,0.0037714555895482726
0.2563600782778865,0.0037366306307409394
0.2583170254403131,0.0036793179205214825
0.2602739726027397,0.003591092014906495
0.2622309197651663,0.0034675377448488893
0.26418786692759294,0.0033089165944954362
0.26614481409001955,0.0031202534196101057
0.26810176125244617,0.002910909021332763
0.2700587084148728,0.0026936347696404927
0.2720156555772994,0.0024830156862164342
0.273972602739726,0.0022931824874376414
0.2759295499021526,0.0021348963991741025
0.27788649706457924,0.0020127478757619565
0.27984344422700586,0.0019239150764837135
0.28180039138943247,0.0018596560383050912
0.2837573385518591,0.0018090928817939766
0.2857142857142857,0.001763414249997571
0.2876712328767123,0.0017187881654580407
0.2896281800391389,0.001677322167507286
0.29158512720156554,0.0016460368524005018
0.29354207436399216,0.001633964893071638
0.29549902152641877,0.0016479510283287412
0.2974559686888454,0.001688817705236521
0.299412915851272,0.001750033598590347
0.3013698630136986,0.0018195238744567776
0.30332681017612523,0.0018831447272347106
0.30528375733855184,0.0019279428706395106
0.30724070450097846,0.0019443709626762531
0.30919765166340507,0.0019275457728793076
0.3111545988258317,0.0018778923080166267
0.3131115459882583,0.00180140905471605
0.3150684931506849,0.0017095591764295104
0.31702544031311153,0.0016184473628374576
0.31898238747553814,0.0015464961987780776
0.32093933463796476,0.0015098428837037284
0.32289628180039137,0.0015163944789033635
0.324853228962818,0.0015623671718356207
0.3268101761252446,0.0016345262620778781
0.3287671232876712,0.0017162098940494374
0.33072407045009783,0.001792748051621045
0.33268101761252444,0.0018543362635884166
0.33463796477495106,0.0018968727766964528
0.33659491193737767,0.0019216602555994053
0.3385518590998043,0.0019344059828244548
0.3405088062622309,0.0019435836134534335
0.3424657534246575,0.001958181569940346
0.34442270058708413,0.0019851626199043813
0.34637964774951074,0.0020273980115468665
0.34833659491193736,0.0020829385898785938
0.350293542074364,0.0021459197186499833
0.3522504892367906,0.002208567002578337
0.3542074363992172,0.0022634003870180223
0.3561643835616438,0.0023049671851479
0.35812133072407043,0.0023308475698468334
0.36007827788649704,0.002341928733224068
0.36203522504892366,0.0023420118612862604
0.3639921722113503,0.0023368212955892378
0.3659491193737769,0.0023325413392147874
0.3679060665362035,0.002334158643399804
0.3698630136986301,0.002344070803970303
0.37181996086105673,0.0023614592805914643
0.37377690802348335,0.002382682439034732
0.37573385518590996,0.002402526603285468
0.3776908023483366,0.002415845651780102
0.3796477495107632,0.0024190898141477767
0.3816046966731898,0.0024113824566134685
0.3835616438356164,0.0023949685563189114
0.38551859099804303,0.0023749440393901495
0.38747553816046965,0.0023582225369771425
0.38943248532289626,0.002351814864580339
0.3913894324853229,0.0023607637713472674
0.3933463796477495,0.002386393669984177
0.3953033268101761,0.0024255928159773923
0.3972602739726027,0.002471429572898741
0.39921722113502933,0.0025147689039628556
0.40117416829745595,0.0025462062691573636
0.40313111545988256,0.002557743470422112
0.4050880626223092,0.0025439439929289486
0.4070450097847358,0.0025025481859744024
0.4090019569471624,0.0024346250054169813
0.410958904109589,0.002344337734235193
0.41291585127201563,0.002238368928819631
0.41487279843444225,0.002125024492719015
0.41682974559686886,0.0020130484979081166
0.4187866927592955,0.0019102620239327254
0.4207436399217221,0.0018223005828971294
0.4227005870841487,0.0017518831660416803
0.4246575342465753,0.0016990078719131506
0.42661448140900193,0.0016621059945033983
0.42857142857142855,0.0016396763444975258
0.43052837573385516,0.0016316369170491813
0.4324853228962818,0.0016397406209350009
0.4344422700587084,0.0016667925138144448
0.436399217221135,0.0017149348632210135
0.4383561643835616,0.0017837758638662216
0.44031311154598823,0.0018692890895513267
0.44227005870841485,0.001963960121180799
0.44422700587084146,0.0020579384735405805
0.4461839530332681,0.0021405752922652546
0.4481409001956947,0.0022018378310290376
0.4500978473581213,0.002233380911450508
0.4520547945205479,0.0022292565506132375
0.45401174168297453,0.002186314616264624
0.45596868884540115,0.0021043506287433127
0.45792563600782776,0.001986043424894675
0.4598825831702544,0.0018367161513794061
0.461839530332681,0.0016639516626300967
0.4637964774951076,0.001477093708798427
0.4657534246575342,0.0012866606520375685
0.46771037181996084,0.0011036755123464842
0.46966731898238745,0.0009388544299700767
0.47162426614481406,0.0008014940697949809
0.4735812133072407,0.0006979010845905798
0.4755381604696673,0.0006297480472420285
0.4774951076320939,0.0005938485488297499
0.4794520547945205,0.0005845850244779761
0.48140900195694714,0.0005973456171455286
0.48336594911937375,0.0006298369949259097
0.48532289628180036,0.0006805978875285948
0.487279843444227,0.000746717039738755
0.4892367906066536,0.0008227673045764404
0.4911937377690802,0.0009012875129148099
0.4931506849315068,0.0009739949387452051
0.49510763209393344,0.0010329819203824143
0.49706457925636005,0.0010716280191159114
0.49902152641878667,0.0010852310733282151
0.5009784735812133,0.0010714196013154355
0.5029354207436398,0.0010303963615260513
0.5048923679060665,0.0009650482454261957
0.5068493150684932,0.0008809503681050792
0.5088062622309197,0.0007862688642295755
0.5107632093933463,0.0006914573833103083
0.512720156555773,0.000608304205450095
0.5146771037181996,0.0005473439901561065
0.5166340508806262,0.000513168495864774
0.5185909980430528,0.0005007446942585592
0.5205479452054794,0.0004976898006708204
0.5225048923679061,0.0004907471307477786
0.5244618395303327,0.00047048192094451045
