150,0.726220538,0.769460046,0.711569518
200,0.690029324,0.761045311,0.676945543
250,0.714393859,0.749359152,0.711465669
300,0.711602595,0.737404536,0.711696525
350,0.64379698,0.726695693,0.711383786
400,0.689391369,0.716123463,0.712234143
450,0.619870692,0.706234794,0.713112144
