cycles/px,mtf,lp/mm
0.0,1.0,0.0
0.0019569471624266144,0.9997492182792725,0.00684931506849315
0.003913894324853229,0.9989894531435841,0.0136986301369863
0.005870841487279843,0.9976989886333043,0.02054794520547945
0.007827788649706457,0.9958434019994127,0.0273972602739726
0.009784735812133072,0.9933780749911183,0.03424657534246575
0.011741682974559686,0.9902514375013785,0.0410958904109589
0.0136986301369863,0.9864087076916508,0.04794520547945205
0.015655577299412915,0.9817958702547122,0.0547945205479452
0.01761252446183953,0.9763636354125811,0.06164383561643836
0.019569471624266144,0.9700711422934926,0.0684931506849315
0.021526418786692758,0.9628892061857064,0.07534246575342467
0.023483365949119372,0.9548029537030979,0.0821917808219178
0.025440313111545987,0.9458137372718033,0.08904109589041095
0.0273972602739726,0.9359402658131205,0.0958904109589041
0.029354207436399216,0.9252189288780175,0.10273972602739725
0.03131115459882583,0.9137033252971688,0.1095890410958904
0.033268101761252444,0.9014630346961754,0.11643835616438356
0.03522504892367906,0.8885816922174614,0.12328767123287672
0.03718199608610567,0.875154445420726,0.13013698630136986
0.03913894324853229,0.8612848897029144,0.136986301369863
0.0410958904109589,0.847081596410069,0.14383561643835616
0.043052837573385516,0.8326543669551513,0.15068493150684933
0.04500978473581213,0.8181103662904426,0.15753424657534246
0.046966731898238745,0.8035503081283834,0.1643835616438356
0.04892367906066536,0.7890648790950234,0.17123287671232876
0.050880626223091974,0.7747315953188048,0.1780821917808219
0.05283757338551859,0.7606122784314217,0.18493150684931509
0.0547945205479452,0.746751315127139,0.1917808219178082
0.05675146771037182,0.7331748238707926,0.1986301369863014
0.05870841487279843,0.7198907955516718,0.2054794520547945
0.060665362035225046,0.7068902065409518,0.2123287671232877
0.06262230919765166,0.6941490301190288,0.2191780821917808
0.06457925636007827,0.6816310044300778,0.22602739726027396
0.06653620352250489,0.6692909605248741,0.2328767123287671
0.0684931506849315,0.6570784791550978,0.2397260273972603
0.07045009784735812,0.6449416329832811,0.24657534246575344
0.07240704500978473,0.6328305812770227,0.2534246575342466
0.07436399217221135,0.6207008132405234,0.2602739726027397
0.07632093933463796,0.608515878068275,0.2671232876712329
0.07827788649706457,0.5962494880317684,0.273972602739726
0.08023483365949119,0.5838869294309418,0.2808219178082192
0.0821917808219178,0.5714257605046039,0.2876712328767123
0.08414872798434442,0.5588758127018565,0.29452054794520544
0.08610567514677103,0.5462585411977753,0.30136986301369867
0.08806262230919765,0.5336057927921136,0.3082191780821918
0.09001956947162426,0.5209580759030908,0.3150684931506849
0.09197651663405088,0.5083624301604852,0.3219178082191781
0.09393346379647749,0.4958700038189813,0.3287671232876712
0.0958904109589041,0.48353345690499383,0.3356164383561644
0.09784735812133072,0.47140431675653766,0.3424657534246575
0.09980430528375733,0.4595304193947862,0.3493150684931507
0.10176125244618395,0.4479535729687759,0.3561643835616438
0.10371819960861056,0.43670757572846025,0.363013698630137
0.10567514677103718,0.4258167080311399,0.36986301369863017
0.10763209393346379,0.41529479404022307,0.3767123287671233
0.1095890410958904,0.40514489392709857,0.3835616438356164
0.11154598825831702,0.39535964356862113,0.39041095890410954
0.11350293542074363,0.3859222101255496,0.3972602739726028
0.11545988258317025,0.3768077842216071,0.4041095890410959
0.11741682974559686,0.36798548887972626,0.410958904109589
0.11937377690802348,0.35942055716360327,0.4178082191780822
0.12133072407045009,0.3510766178064113,0.4246575342465754
0.1232876712328767,0.3429179314910205,0.4315068493150685
0.12524461839530332,0.3349114377891298,0.4383561643835616
0.12720156555772993,0.32702850009364537,0.4452054794520548
0.12915851272015655,0.31924626837861186,0.4520547945205479
0.13111545988258316,0.3115486127166115,0.45890410958904104
0.13307240704500978,0.30392661063935483,0.4657534246575342
0.1350293542074364,0.2963785965631642,0.47260273972602745
0.136986301369863,0.2889098010120897,0.4794520547945206
0.13894324853228962,0.2815316218468192,0.4863013698630137
0.14090019569471623,0.27426058047772744,0.4931506849315069
0.14285714285714285,0.2671170246672259,0.5
0.14481409001956946,0.2601236473248418,0.5068493150684932
0.14677103718199608,0.25330389834926753,0.5136986301369862
0.1487279843444227,0.2466803738754668,0.5205479452054794
0.1506849315068493,0.24027327310060237,0.5273972602739726
0.15264187866927592,0.2340990152747332,0.5342465753424658
0.15459882583170254,0.22816910617668795,0.541095890410959
0.15655577299412915,0.22248933244680216,0.547945205479452
0.15851272015655576,0.2170593424991894,0.5547945205479452
0.16046966731898238,0.21187264496679528,0.5616438356164384
0.162426614481409,0.20691702218125144,0.5684931506849314
0.1643835616438356,0.20217532109553435,0.5753424657534246
0.16634050880626222,0.19762655217332264,0.5821917808219178
0.16829745596868884,0.19324720264546888,0.5890410958904109
0.17025440313111545,0.18901265732890346,0.5958904109589042
0.17221135029354206,0.18489861897848783,0.6027397260273973
0.17416829745596868,0.1808824297665628,0.6095890410958904
0.1761252446183953,0.17694421312592076,0.6164383561643836
0.1780821917808219,0.1730677771787035,0.6232876712328768
0.18003913894324852,0.16924124372072855,0.6301369863013698
0.18199608610567514,0.1654573874590836,0.636986301369863
0.18395303326810175,0.16171368731594932,0.6438356164383562
0.18590998043052837,0.1580121047307118,0.6506849315068493
0.18786692759295498,0.15435861360462205,0.6575342465753424
0.1898238747553816,0.15076251400671895,0.6643835616438356
0.1917808219178082,0.14723556830509923,0.6712328767123288
0.19373776908023482,0.14379100503823752,0.678082191780822
0.19569471624266144,0.14044244302316095,0.684931506849315
0.19765166340508805,0.13720279552083844,0.6917808219178082
0.19960861056751467,0.13408322050500038,0.6986301369863014
0.20156555772994128,0.1310921863099655,0.7054794520547945
0.2035225048923679,0.12823472003850828,0.7123287671232876
0.2054794520547945,0.12551189736107643,0.7191780821917808
0.20743639921722112,0.12292061607323679,0.726027397260274
0.20939334637964774,0.12045367291389907,0.7328767123287672
0.21135029354207435,0.11810013626899933,0.7397260273972603
0.21330724070450097,0.11584598031827631,0.7465753424657534
0.21526418786692758,0.11367492309942863,0.7534246575342466
0.2172211350293542,0.11156939532115388,0.7602739726027397
0.2191780821917808,0.10951156043144279,0.7671232876712328
0.22113502935420742,0.10748430937426746,0.773972602739726
0.22309197651663404,0.10547216386246187,0.7808219178082191
0.22504892367906065,0.1034620370234165,0.7876712328767124
0.22700587084148727,0.10144381688445495,0.7945205479452055
0.22896281800391388,0.09941075379979787,0.8013698630136986
0.2309197651663405,0.09735964595003407,0.8082191780821918
0.2328767123287671,0.0952908268736129,0.815068493150685
0.23483365949119372,0.09320796591801947,0.821917808219178
0.23679060665362034,0.0911176974314325,0.8287671232876712
0.23874755381604695,0.08902909862386028,0.8356164383561644
0.24070450097847357,0.08695304041458071,0.8424657534246576
0.24266144814090018,0.08490144100118514,0.8493150684931507
0.2446183953033268,0.08288645850476387,0.8561643835616438
0.2465753424657534,0.08091966631267815,0.863013698630137
0.24853228962818003,0.0790112613641849,0.8698630136986302
0.25048923679060664,0.0771693597436517,0.8767123287671232
0.25244618395303325,0.075399433515498,0.8835616438356164
0.25440313111545987,0.07370393610189817,0.8904109589041096
0.2563600782778865,0.07208215005107874,0.8972602739726027
0.2583170254403131,0.07053027166861993,0.9041095890410958
0.2602739726027397,0.06904172417673504,0.910958904109589
0.2622309197651663,0.06760766844905647,0.9178082191780821
0.26418786692759294,0.06621766178298444,0.9246575342465753
0.26614481409001955,0.06486040362580589,0.9315068493150684
0.26810176125244617,0.0635245040409707,0.9383561643835615
0.2700587084148728,0.06219921548551236,0.9452054794520549
0.2720156555772994,0.060875079137471505,0.952054794520548
0.273972602739726,0.05954445074653273,0.9589041095890412
0.2759295499021526,0.058201885003182185,0.9657534246575343
0.27788649706457924,0.05684436962253416,0.9726027397260274
0.27984344422700586,0.05547140958799253,0.9794520547945206
